Time,AnaR2,AnaR6,AnaR12,test,Ther_TG_1.0_8.0,UTSR6_TG_0.5_7.0,UTSR6_TG_0.5_7.5,UTSR12_TG_0.5_8.5,UTSR12_TG_0.5_9.0,UTSR2_TG_0.5_4.5,UTSR2_TG_0.5_5.0,XYLR6_TG_1.0_7.0,XYLR6_TG_2.0_7.0,XYLR9_TG_0.5_10.0,XYLR2_TG_0.5_10.0
11/08/2010,,,,,-0.074906832,,,,,,,,,,
12/08/2010,,,,,-0.08310559,,,,,,,,,,
13/08/2010,,,,,-0.072360248,,,,,,,,,,
14/08/2010,,,,,-0.04484472,,,,,,,,,,
15/08/2010,,,,,-0.068757764,,,,,,,,,,
16/08/2010,,,,,-0.074223602,,,,,,,,,,
17/08/2010,0.00000,0.00000,0.00,,-0.049813665,,,,,,,,,,
18/08/2010,,,,,-0.010310559,,,,,,,,,,
19/08/2010,,,,,-0.017639752,,,,,,,,,,
20/08/2010,,,,,-0.072919255,,,,,,,,,,
21/08/2010,,,,,-0.07,,,,,,,,,,
22/08/2010,,,,,-0.04757764,,,,,,,,,,
23/08/2010,0.00000,0.00000,0.00,,-0.061180124,,,,,,,,,,
24/08/2010,,,,,-0.072049689,,,,,,,,,,
25/08/2010,,,,,-0.080062112,,,,,,,,,,
26/08/2010,,,,,-0.084658385,,,,,,,,,,
27/08/2010,,,,,-0.088571429,,,,,,,,,,
28/08/2010,,,,,-0.053913043,,,,,,,,,,
29/08/2010,,,,,-0.04136646,,,,,,,,,,
30/08/2010,,,,,0.007826087,,,,,,,,,,
31/08/2010,0.00000,0.00000,90.00,,0.044409938,,,,,,,,,,
1/09/2010,,,,,0.044037267,,,,,,,,,,
2/09/2010,,,,,0.137142857,,,,,,,,,,
3/09/2010,,,,,0.170310559,,,,,,,,,,
4/09/2010,,,,,-0.008447205,,,,,,,,,,
5/09/2010,,,,,-0.09552795,,,,,,,,,,
6/09/2010,,,,,-0.08484472,,,,,,,,,,
7/09/2010,0.00000,0.00000,0.00,,-0.077142857,,,,,,,,,,
8/09/2010,,,,,-0.047018634,,,,,,,,,,
9/09/2010,,,,,-0.059875776,,,,,,,,,,
10/09/2010,,,,,-0.090186335,,,,,,,,,,
11/09/2010,,,,,-0.056335404,,,,,,,,,,
12/09/2010,,,,,-0.037329193,,,,,,,,,,
13/09/2010,,,,,-0.023229814,,,,,,,,,,
14/09/2010,0.00000,0.00000,0.00,,-0.004968944,,,,,,,,,,
15/09/2010,,,,,-0.059813665,,,,,,,,,,
16/09/2010,,,,,-0.089192547,,,,,,,,,,
17/09/2010,,,,,-0.075838509,,,,,,,,,,
18/09/2010,,,,,-0.079006211,,,,,,,,,,
19/09/2010,,,,,-0.031552795,,,,,,,,,,
20/09/2010,,,,,0.008571429,,,,,,,,,,
21/09/2010,0.00000,400.00000,0.00,,0.005962733,,,,,,,,,,
22/09/2010,,,,,0.007639752,,,,,,,,,,
23/09/2010,,,,,0.050310559,,,,,,,,,,
24/09/2010,,,,,0.064099379,,,,,,,,,,
25/09/2010,,,,,0.108881988,,,,,,,,,,
26/09/2010,,,,,0.072546584,,,,,,,,,,
27/09/2010,,,,,0.157639752,,,,,,,,,,
28/09/2010,0.00000,0.00000,40.00,,0.121180124,,,,,,,,,,
29/09/2010,,,,,0.008509317,,,,,,,,,,
30/09/2010,,,,,-0.011304348,,,,,,,,,,
1/10/2010,,,,,-0.049192547,,,,,,,,,,
2/10/2010,,,,,-0.080062112,,,,,,,,,,
3/10/2010,,,,,-0.100186335,,,,,,,,,,
4/10/2010,,,,,-0.113354037,,,,,,,,,,
5/10/2010,0.00000,0.00000,0.00,,-0.069627329,,,,,,,,,,
6/10/2010,,,,,0.02378882,,,,,,,,,,
7/10/2010,,,,,0.062360248,,,,,,,,,,
8/10/2010,,,,,-0.010621118,,,,,,,,,,
9/10/2010,,,,,-0.07310559,,,,,,,,,,
10/10/2010,,,,,-0.099006211,,,,,,,,,,
11/10/2010,,,,,-0.113291925,,,,,,,,,,
12/10/2010,60.00000,0.00000,290.00,,-0.122608696,,,,,,,,,,
13/10/2010,,,,,-0.08826087,,,,,,,,,,
14/10/2010,,,,,-0.023540373,,,,,,,,,,
15/10/2010,,,,,-0.077080745,,,,,,,,,,
16/10/2010,,,,,-0.176335404,,,,,,,,,,
17/10/2010,,,,,-0.172236025,,,,,,,,,,
18/10/2010,,,,,-0.140931677,,,,,,,,,,
19/10/2010,0.00000,285.00000,0.00,,-0.157763975,,,,,,,,,,
20/10/2010,,,,,-0.122857143,,,,,,,,,,
21/10/2010,,,,,-0.094037267,,,,,,,,,,
22/10/2010,,,,,-0.009440994,,,,,,,,,,
23/10/2010,,,,,-0.034037267,,,,,,,,,,
24/10/2010,,,,,-0.173416149,,,,,,,,,,
25/10/2010,,,,,-0.165031056,,,,,,,,,,
26/10/2010,690.00000,0.00000,105.00,,-0.068757764,,,,,,,,,,
27/10/2010,,,,,-0.042608696,,,,,,,,,,
28/10/2010,,,,,-0.07757764,,,,,,,,,,
29/10/2010,,,,,-0.118571429,,,,,,,,,,
30/10/2010,,,,,-0.065838509,,,,,,,,,,
31/10/2010,,,,,0.083602484,,,,,,,,,,
1/11/2010,,,,,,,,,,,,,,,
2/11/2010,785.00000,0.00000,390.00,,0.030062112,,,,,,,,,,
3/11/2010,,,,,0.055900621,,,,,,,,,,
4/11/2010,,,,,0.00931677,,,,,,,,,,
5/11/2010,,,,,0.008136646,,,,,,,,,,
6/11/2010,,,,,0.044534161,,,,,,,,,,
7/11/2010,,,,,0.154782609,,,,,,,,,,
8/11/2010,,,,,0.367950311,,,,,,,,,,
9/11/2010,150.00000,0.00000,100.00,,0.270186335,,,,,,,,,,
10/11/2010,,,,,0.239068323,,,,,,,,,,
11/11/2010,,,,,0.181118012,,,,,,,,,,
12/11/2010,,,,,0.36826087,,,,,,,,,,
13/11/2010,,,,,0.529254658,,,,,,,,,,
14/11/2010,,,,,0.690124224,,,,,,,,,,
15/11/2010,,,,,0.587763975,,,,,,,,,,
16/11/2010,605.00000,440.00000,165.00,,0.440559006,,,,,,,,,,
17/11/2010,,,,,0.419378882,,,,,,,,,,
18/11/2010,,,,,0.407453416,,,,,,,,,,
19/11/2010,,,,,0.294720497,,,,,,,,,,
20/11/2010,,,,,0.214658385,,,,,,,,,,
21/11/2010,,,,,0.18447205,,,,,,,,,,
22/11/2010,,,,,0.237080745,,,,,,,,,,
23/11/2010,610.00000,200.00000,25.00,,0.120869565,,,,,,,,,,
24/11/2010,,,,,0.073913043,,,,,,,,,,
25/11/2010,,,,,0.198509317,,,,,,,,,,
26/11/2010,,,,,0.22515528,,,,,,,,,,
27/11/2010,,,,,0.267950311,,,,,,,,,,
28/11/2010,,,,,0.220248447,,,,,,,,,,
29/11/2010,,,,,0.153664596,,,,,,,,,,
30/11/2010,250.00000,100.00000,350.00,,0.108021978,,,,,,,,,,
1/12/2010,,,,,0.025824176,,,,,,,,,,
2/12/2010,,,,,0.048424908,,,,,,,,,,
3/12/2010,,,,,0.092380952,,,,,,,,,,
4/12/2010,,,,,0.123571429,,,,,,,,,,
5/12/2010,,,,,0.210416667,,,,,,,,,,
6/12/2010,,,,,0.167202381,,,,,,,,,,
7/12/2010,600.00000,0.00000,0.00,,0.118809524,,,,,,,,,,
8/12/2010,,,,,0.068988095,,,,,,,,,,
9/12/2010,,,,,0.11422619,,,,,,,,,,
10/12/2010,,,,,0.129821429,,,,,,,,,,
11/12/2010,,,,,0.119642857,,,,,,,,,,
12/12/2010,,,,,0.045892857,,,,,,,,,,
13/12/2010,,,,,0.087857143,,,,,,,,,,
14/12/2010,425.00000,0.00000,0.00,,0.1075,,,,,,,,,,
15/12/2010,,,,,0.232440476,,,,,,,,,,
16/12/2010,,,,,0.205119048,,,,,,,,,,
17/12/2010,,,,,0.080178571,,,,,,,,,,
18/12/2010,,,,,0.006071429,,,,,,,,,,
19/12/2010,,,,,0.012142857,,,,,,,,,,
20/12/2010,,,,,0.00547619,,,,,,,,,,
21/12/2010,100.00000,0.00000,0.00,,0.014345238,,,,,,,,,,
22/12/2010,,,,,0.062261905,,,,,,,,,,
23/12/2010,,,,,0.115535714,,,,,,,,,,
24/12/2010,,,,,0.072857143,,,,,,,,,,
25/12/2010,,,,,0.195,,,,,,,,,,
26/12/2010,,,,,0.253988095,,,,,,,,,,
27/12/2010,,,,,0.132678571,,,,,,,,,,
28/12/2010,725.00000,180.00000,45.00,,0.081369048,,,,,,,,,,
29/12/2010,,,,,0.126309524,,,,,,,,,,
30/12/2010,,,,,0.198571429,,,,,,,,,,
31/12/2010,,,,,0.28797619,,,,,,,,,,
1/01/2011,,,,,0.414940476,,,,,,,,,,
2/01/2011,,,,,0.32625,,,,,,,,,,
3/01/2011,,,,,0.115238095,,,,,,,,,,
4/01/2011,1365.00000,0.00000,120.00,,0.081369048,,,,,,,,,,
5/01/2011,,,,,0.108869048,,,,,,,,,,
6/01/2011,,,,,0.114285714,,,,,,,,,,
7/01/2011,,,,,0.056904762,,,,,,,,,,
8/01/2011,,,,,0.083571429,,,,,,,,,,
9/01/2011,,,,,0.170119048,,,,,,,,,,
10/01/2011,,,,,0.122857143,,,,,,,,,,
11/01/2011,2000.00000,300.00000,15.00,,,,,,,,,,,,
12/01/2011,,,,,,,,,,,,,,,
13/01/2011,,,,,,,,,,,,,,,
14/01/2011,,,,,,,,,,,,,,,
15/01/2011,,,,,,,,,,,,,,,
16/01/2011,,,,,,,,,,,,,,,
17/01/2011,,,,,,,,,,,,,,,
18/01/2011,2650.00000,80.00000,805.00,,,,,,,,,,,,
19/01/2011,,,,,,,,,,,,,,,
20/01/2011,,,,,,,,,,,,,,,
21/01/2011,,,,,,,,,,,,,,,
22/01/2011,,,,,,,,,,,,,,,
23/01/2011,,,,,,,,,,,,,,,
24/01/2011,,,,,,,,,,,,,,,
25/01/2011,515.00000,415.00000,215.00,,,,,,,,,,,,
26/01/2011,,,,,,,,,,,,,,,
27/01/2011,,,,,,,,,,,,,,,
28/01/2011,,,,,,,,,,,,,,,
29/01/2011,,,,,,,,,,,,,,,
30/01/2011,,,,,,,,,,,,,,,
31/01/2011,,,,,,,,,,,,,,,
1/02/2011,305.00000,500.00000,520.00,,,,,,,,,,,,
2/02/2011,,,,,,,,,,,,,,,
3/02/2011,,,,,,,,,,,,,,,
4/02/2011,,,,,,,,,,,,,,,
5/02/2011,,,,,,,,,,,,,,,
6/02/2011,,,,,,,,,,,,,,,
7/02/2011,,,,,,,,,,,,,,,
8/02/2011,260.00000,50.00000,100.00,,,,,,,,,,,,
9/02/2011,,,,,,,,,,,,,,,
10/02/2011,,,,,,,,,,,,,,,
11/02/2011,,,,,,,,,,,,,,,
12/02/2011,,,,,,,,,,,,,,,
13/02/2011,,,,,,,,,,,,,,,
14/02/2011,,,,,,,,,,,,,,,
15/02/2011,605.00000,0.00000,50.00,,,,,,,,,,,,
16/02/2011,,,,,,,,,,,,,,,
17/02/2011,,,,,,,,,,,,,,,
18/02/2011,,,,,,,,,,,,,,,
19/02/2011,,,,,,,,,,,,,,,
20/02/2011,,,,,,,,,,,,,,,
21/02/2011,,,,,,,,,,,,,,,
22/02/2011,800.00000,0.00000,0.00,,,,,,,,,,,,
23/02/2011,,,,,,,,,,,,,,,
24/02/2011,,,,,,,,,,,,,,,
25/02/2011,,,,,,,,,,,,,,,
26/02/2011,,,,,,,,,,,,,,,
27/02/2011,,,,,,,,,,,,,,,
28/02/2011,,,,,,,,,,,,,,,
1/03/2011,1380.00000,150.00000,280.00,,,,,,,,,,,,
2/03/2011,,,,,,,,,,,,,,,
3/03/2011,,,,,,,,,,,,,,,
4/03/2011,,,,,,,,,,,,,,,
5/03/2011,,,,,,,,,,,,,,,
6/03/2011,,,,,,,,,,,,,,,
7/03/2011,,,,,,,,,,,,,,,
8/03/2011,375.00000,365.00000,50.00,,,,,,,,,,,,
9/03/2011,,,,,,,,,,,,,,,
10/03/2011,,,,,,,,,,,,,,,
11/03/2011,,,,,,,,,,,,,,,
12/03/2011,,,,,,,,,,,,,,,
13/03/2011,,,,,,,,,,,,,,,
14/03/2011,,,,,,,,,,,,,,,
15/03/2011,150.00000,850.00000,100.00,,,,,,,,,,,,
16/03/2011,,,,,,,,,,,,,,,
17/03/2011,,,,,,,,,,,,,,,
18/03/2011,,,,,,,,,,,,,,,
19/03/2011,,,,,,,,,,,,,,,
20/03/2011,,,,,,,,,,,,,,,
21/03/2011,,,,,,,,,,,,,,,
22/03/2011,775.00000,245.00000,275.00,,,,,,,,,,,,
23/03/2011,,,,,,,,,,,,,,,
24/03/2011,,,,,,,,,,,,,,,
25/03/2011,,,,,,,,,,,,,,,
26/03/2011,,,,,,,,,,,,,,,
27/03/2011,,,,,,,,,,,,,,,
28/03/2011,,,,,,,,,,,,,,,
29/03/2011,425.00000,235.00000,395.00,,,,,,,,,,,,
30/03/2011,,,,,,,,,,,,,,,
31/03/2011,,,,,,,,,,,,,,,
1/04/2011,,,,,,,,,,,,,,,
2/04/2011,,,,,,,,,,,,,,,
3/04/2011,,,,,,,,,,,,,,,
4/04/2011,,,,,,,,,,,,,,,
5/04/2011,450.00000,140.00000,25.00,,,,,,,,,,,,
6/04/2011,,,,,,,,,,,,,,,
7/04/2011,,,,,,,,,,,,,,,
8/04/2011,,,,,,,,,,,,,,,
9/04/2011,,,,,,,,,,,,,,,
10/04/2011,,,,,,,,,,,,,,,
11/04/2011,,,,,,,,,,,,,,,
12/04/2011,95.00000,185.00000,675.00,,,,,,,,,,,,
13/04/2011,,,,,,,,,,,,,,,
14/04/2011,,,,,,,,,,,,,,,
15/04/2011,,,,,,,,,,,,,,,
16/04/2011,,,,,,,,,,,,,,,
17/04/2011,,,,,,,,,,,,,,,
18/04/2011,,,,,,,,,,,,,,,
19/04/2011,1225.00000,340.00000,30.00,,,,,,,,,,,,
20/04/2011,,,,,,,,,,,,,,,
21/04/2011,,340.00000,,,,,,,,,,,,,
22/04/2011,,,,,,,,,,,,,,,
23/04/2011,,,,,,,,,,,,,,,
24/04/2011,,,,,,,,,,,,,,,
25/04/2011,,,,,,,,,,,,,,,
26/04/2011,,,,,,,,,,,,,,,
27/04/2011,1080.00000,100.00000,560.00,,,,,,,,,,,,
28/04/2011,,,,,,,,,,,,,,,
29/04/2011,,,,,,,,,,,,,,,
30/04/2011,,,,,,,,,,,,,,,
1/05/2011,,,,,,,,,,,,,,,
2/05/2011,,,,,,,,,,,,,,,
3/05/2011,210.00000,0.00000,25.00,,,,,,,,,,,,
4/05/2011,,,,,,,,,,,,,,,
5/05/2011,,,,,,,,,,,,,,,
6/05/2011,,,,,,,,,,,,,,,
7/05/2011,,,,,,,,,,,,,,,
8/05/2011,,,,,,,,,,,,,,,
9/05/2011,,,,,,,,,,,,,,,
10/05/2011,0.00000,0.00000,0.00,,,,,,,,,,,,
11/05/2011,,,,,,,,,,,,,,,
12/05/2011,,,,,,,,,,,,,,,
13/05/2011,,,,,,,,,,,,,,,
14/05/2011,,,,,,,,,,,,,,,
15/05/2011,,,,,,,,,,,,,,,
16/05/2011,,,,,,,,,,,,,,,
17/05/2011,0.00000,0.00000,425.00,,,,,,,,,,,,
18/05/2011,,,,,,,,,,,,,,,
19/05/2011,,,,,,,,,,,,,,,
20/05/2011,,,,,,,,,,,,,,,
21/05/2011,,,,,,,,,,,,,,,
22/05/2011,,,,,,,,,,,,,,,
23/05/2011,,,,,,,,,,,,,,,
24/05/2011,100.00000,100.00000,160.00,,,,,,,,,,,,
25/05/2011,,,,,,,,,,,,,,,
26/05/2011,,,,,,,,,,,,,,,
27/05/2011,,,,,,,,,,,,,,,
28/05/2011,,,,,,,,,,,,,,,
29/05/2011,,,,,,,,,,,,,,,
30/05/2011,,,,,,,,,,,,,,,
31/05/2011,250.00000,0.00000,0.00,,,,,,,,,,,,
1/06/2011,,,,,,,,,,,,,,,
2/06/2011,,,,,,,,,,,,,,,
3/06/2011,,,,,,,,,,,,,,,
4/06/2011,,,,,,,,,,,,,,,
5/06/2011,,,,,,,,,,,,,,,
6/06/2011,,,,,,,,,,,,,,,
7/06/2011,0.00000,15.00000,200.00,,,,,,,,,,,,
8/06/2011,,,,,,,,,,,,,,,
9/06/2011,,,,,,,,,,,,,,,
10/06/2011,,,,,,,,,,,,,,,
11/06/2011,,,,,,,,,,,,,,,
12/06/2011,,,,,,,,,,,,,,,
13/06/2011,,,,,,,,,,,,,,,
14/06/2011,,,,,,,,,,,,,,,
15/06/2011,,,,,,,,,,,,,,,
16/06/2011,,,,,,,,,,,,,,,
17/06/2011,,,,,,,,,,,,,,,
18/06/2011,,,,,,,,,,,,,,,
19/06/2011,,,,,,,,,,,,,,,
20/06/2011,,,,,,,,,,,,,,,
21/06/2011,0.00000,0.00000,520.00,,,,,,,,,,,,
22/06/2011,,,,,,,,,,,,,,,
23/06/2011,,,,,,,,,,,,,,,
24/06/2011,,,,,,,,,,,,,,,
25/06/2011,,,,,,,,,,,,,,,
26/06/2011,,,,,,,,,,,,,,,
27/06/2011,,,,,,,,,,,,,,,
28/06/2011,0.00000,90.00000,0.00,,,,,,,,,,,,
29/06/2011,,,,,,,,,,,,,,,
30/06/2011,,,,,,,,,,,,,,,
1/07/2011,,,,,,,,,,,,,,,
2/07/2011,,,,,,,,,,,,,,,
3/07/2011,,,,,,,,,,,,,,,
4/07/2011,,,,,,,,,,,,,,,
5/07/2011,0.00000,60.00000,0.00,,,,,,,,,,,,
6/07/2011,,,,,,,,,,,,,,,
7/07/2011,,,,,,,,,,,,,,,
8/07/2011,,,,,,,,,,,,,,,
9/07/2011,,,,,,,,,,,,,,,
10/07/2011,,,,,,,,,,,,,,,
11/07/2011,,,,,,,,,,,,,,,
12/07/2011,0.00000,60.00000,60.00,,,,,,,,,,,,
13/07/2011,0.00000,,,,,,,,,,,,,,
14/07/2011,,,,,,,,,,,,,,,
15/07/2011,,,,,,,,,,,,,,,
16/07/2011,,,,,,,,,,,,,,,
17/07/2011,,,,,,,,,,,,,,,
18/07/2011,,,,,,,,,,,,,,,
19/07/2011,65.00000,0.00000,345.00,,,,,,,,,,,,
20/07/2011,,,,,,,,,,,,,,,
21/07/2011,,,,,,,,,,,,,,,
22/07/2011,,,,,,,,,,,,,,,
23/07/2011,,,,,,,,,,,,,,,
24/07/2011,,,,,,,,,,,,,,,
25/07/2011,,,,,,,,,,,,,,,
26/07/2011,300.00000,0.00000,0.00,,,,,,,,,,,,
27/07/2011,,,,,,,,,,,,,,,
28/07/2011,,,,,,,,,,,,,,,
29/07/2011,,,,,,,,,,,,,,,
30/07/2011,,,,,,,,,,,,,,,
31/07/2011,,,,,,,,,,,,,,,
1/08/2011,,,,,,,,,,,,,,,
2/08/2011,0.00000,50.00000,0.00,,,,,,,,,,,,
3/08/2011,,,,,,,,,,,,,,,
4/08/2011,,,,,,,,,,,,,,,
5/08/2011,,,,,,,,,,,,,,,
6/08/2011,,,,,,,,,,,,,,,
7/08/2011,,,,,,,,,,,,,,,
8/08/2011,,,,,,,,,,,,,,,
9/08/2011,0.00000,0.00000,60.00,,,,,,,,,,,,
10/08/2011,,,,,,,,,,,,,,,
11/08/2011,,,,,,,,,,,,,,,
12/08/2011,,,,,,,,,,,,,,,
13/08/2011,,,,,,,,,,,,,,,
14/08/2011,,,,,,,,,,,,,,,
15/08/2011,,,,,,,,,,,,,,,
16/08/2011,90.00000,0.00000,0.00,,,,,,,,,,,,
17/08/2011,,,,,,,,,,,,,,,
18/08/2011,,,,,,,,,,,,,,,
19/08/2011,,,,,,,,,,,,,,,
20/08/2011,,,,,,,,,,,,,,,
21/08/2011,,,,,,,,,,,,,,,
22/08/2011,,,,,,,,,,,,,,,
23/08/2011,60.00000,225.00000,0.00,,,,,,,,,,,,
24/08/2011,,,,,,,,,,,,,,,
25/08/2011,,,,,,-0.009464883,-0.011919255,-0.015744565,-0.005130435,-0.023206522,-0.0167343,,,,
26/08/2011,,,,,,-0.000830128,-0.005532738,-0.000947917,-0.002698529,0.011526042,0.010921296,,,,
27/08/2011,,,,,,-0.002830128,-0.005827381,0.001177083,-0.005252451,-0.002973958,0.005078704,,,,
28/08/2011,,,,,,-0.00236859,-0.005744048,0.001916667,-0.00689951,0.000119792,0.006837963,,,,
29/08/2011,,,,,,-0.003278846,-0.005824405,0.002802083,-0.008759804,-0.000755208,0.005402778,,,,
30/08/2011,0.00000,0.00000,0.00,,,-0.003362179,-0.005386905,0.004289063,-0.009955882,-0.001244792,0.005203704,,,,
31/08/2011,,,,,,0.08325641,0.073702381,0.115773438,0.108651961,0.188546875,0.216060185,,,,
1/09/2011,,,,,,0.110884615,0.10646131,0.160132813,0.16227451,0.44853125,0.459074074,,,,
2/09/2011,,,,,,0.087858974,0.087422619,0.076424479,0.083132353,0.310973958,0.335259259,,,,
3/09/2011,,,,,,0.104772436,0.10833631,0.086216146,0.096973039,0.267723958,0.256337963,,,,
4/09/2011,,,,,,0.167112179,0.15396131,0.171958333,0.184786765,0.299916667,0.291055556,,,,
5/09/2011,,,,,,0.171974359,0.1580625,0.161296875,0.16570098,0.451354167,0.415523148,,,,
6/09/2011,300.00000,240.00000,175.00,,,0.204964744,0.191014881,0.203875,0.203264706,0.479994792,0.43687963,,,,
7/09/2011,,,,,,0.189025641,0.183467262,0.241848958,0.234254902,0.314552083,0.351768519,,,,
8/09/2011,,,,,,0.143557692,0.139630952,0.176476563,0.181843137,0.359135417,0.391935185,,,,
9/09/2011,,,,,,0.098814103,0.094675595,0.054705729,0.075637255,0.165604167,0.223092593,,,,
10/09/2011,,,,,,0.047512821,0.047235119,0.015208333,0.01554902,0.03559375,0.047638889,,,,
11/09/2011,,,,,,0.036958333,0.030050595,0.02475,0.025159314,0.098635417,0.100078704,,,,
12/09/2011,,,,,,0.039070513,0.031303571,0.021953125,0.024943627,0.046713542,0.049060185,,,,
13/09/2011,0.00000,0.00000,200.00,,,0.041217949,0.033452381,0.035794271,0.038443627,0.142364583,0.132490741,,,,
14/09/2011,,,,,,0.046432692,0.039214286,0.031945313,0.032296569,0.147244792,0.140041667,,,,
15/09/2011,,,,,,0.177016026,0.160092262,0.108114583,0.103161765,0.313526042,0.307699074,,,,
16/09/2011,,,,,,0.098980769,0.100511905,0.065856771,0.073095588,0.482651042,0.438203704,,,,
17/09/2011,,,,,,0.263657051,0.241764881,0.156890625,0.152460784,0.6556875,0.63562963,,,,
18/09/2011,,,,,,0.237,0.23085119,0.157289062,0.154593137,0.344182292,0.320560185,,,,
19/09/2011,,,,,,0.309842949,0.321657738,0.212809896,0.211392157,0.402255208,0.384685185,,,,
20/09/2011,0.00000,0.00000,0.00,,,0.116541667,0.138741071,0.093036458,0.112622549,0.204916667,0.198680556,,,,
21/09/2011,,,,,,0.095887821,0.085708333,0.089708333,0.089093137,0.205697917,0.210884259,,,,
22/09/2011,,,,,,0.10086859,0.09160119,0.107065104,0.110392157,0.3989375,0.396333333,,,,
23/09/2011,,,,,,0.103205128,0.093270833,0.077856771,0.087919118,0.410661458,0.391180556,,,,
24/09/2011,,,,,,0.038583333,0.032979167,0.039807292,0.042191176,0.104015625,0.129777778,,,,
25/09/2011,,,,,,0.011358974,0.006241071,0.001427083,0.002507353,0.020838542,0.039305556,,,,
26/09/2011,,,,,,0.039336538,0.032264881,0.016109375,0.016791667,0.041989583,0.068277778,,,,
27/09/2011,0.00000,0.00000,0.00,,,0.091839744,0.088107143,0.050976563,0.049901961,0.234979167,0.23187963,,,,
28/09/2011,,,,,,0.09338141,0.08485119,0.063989583,0.063428922,0.193598958,0.201680556,,,,
29/09/2011,,,,,,0.021801282,0.016633929,0.028177083,0.02914951,0.051666667,0.069268519,,,,
30/09/2011,,,,,,0.033012821,0.025205357,0.028882813,0.028757353,0.064213542,0.077907407,,,,
1/10/2011,,,,,,0.024791667,0.018907738,0.019325521,0.01982598,0.030625,0.036680556,,,,
2/10/2011,,,,,,0.005192308,-0.000785714,0.001236979,0.002806373,0.0094375,0.014347222,,,,
3/10/2011,,,,,,0.041346154,0.034866071,0.019658854,0.020196078,0.042932292,0.047773148,,,,
4/10/2011,0.00000,0.00000,100.00,,,0.046237179,0.039205357,0.025039063,0.0265,0.058255208,0.098134259,,,,
5/10/2011,,,,,,0.139939103,0.127517857,0.084848958,0.08085049,0.241604167,0.266759259,,,,
6/10/2011,,,,,,0.093923077,0.091104167,0.071726563,0.070492647,0.37215625,0.414824074,,,,
7/10/2011,,,,,,0.265044872,0.243630952,0.165317708,0.157357843,0.573682292,0.587175926,,,,
8/10/2011,,,,,,0.283208333,0.265032738,0.163458333,0.155306373,0.769880208,0.775828704,,,,
9/10/2011,,,,,,0.132929487,0.121565476,0.102721354,0.113661765,0.652333333,0.647638889,,,,
10/10/2011,,,,,,0.142711538,0.132651786,0.096440104,0.100901961,0.458140625,0.496555556,,,,
11/10/2011,0.00000,0.00000,35.00,,,0.081955128,0.079803571,0.125661458,0.129590686,0.4246875,0.458101852,,,,
12/10/2011,,,,,,0.083096154,0.080616071,0.138929688,0.143352941,0.381494792,0.422810185,,,,
13/10/2011,,,,,,0.078208333,0.086342262,0.115570313,0.121955882,0.384338542,0.429921296,,,,
14/10/2011,,,,,,0.033926282,0.027806548,0.065333333,0.084691176,0.406234375,0.387972222,,,,
15/10/2011,,,,,,0.189858974,0.17197619,0.180432292,0.186495098,0.540026042,0.504231481,,,,
16/10/2011,,,,,,0.159137821,0.144032738,0.224804687,0.231468137,0.401729167,0.485361111,,,,
17/10/2011,,,,,,0.093054487,0.08733631,0.12415625,0.14552451,0.04225,0.112657407,,,,
18/10/2011,0.00000,0.00000,0.00,,,0.177144231,0.171053571,0.133736979,0.172666667,0.201109375,0.223888889,,,,
19/10/2011,,,,,,0.268282051,0.274297619,0.190257813,0.189855392,0.528489583,0.486259259,,,,
20/10/2011,,,,,,0.178833333,0.172571429,0.206260417,0.209156863,0.763932292,0.715708333,,,,
21/10/2011,,,,,,0.277878205,0.264681548,0.318802083,0.316193627,0.893,0.822175926,,,,
22/10/2011,,,,,,0.282679487,0.266863095,0.393640625,0.383191176,0.980317708,0.923703704,,,,
23/10/2011,,,,,,0.533195513,0.497598214,0.451838542,0.44064951,0.937421875,0.912337963,,,,
24/10/2011,,,,,,0.44900641,0.443276786,0.459104167,0.442522059,0.881760417,0.811226852,,,,
25/10/2011,0.00000,0.00000,375.00,,,0.320179487,0.325342262,0.3605625,0.37825,0.470338542,0.487814815,,,,
26/10/2011,,,,,,0.137814103,0.139794643,0.207033854,0.248080882,0.014005208,0.017643519,,,,
27/10/2011,,,,,,0.048269231,0.060696429,0.209023438,0.212343137,0.0544375,0.06637037,,,,
28/10/2011,,,,,,0.219041667,0.204872024,0.160817708,0.233487745,0.267177083,0.266268519,,,,
29/10/2011,,,,,,0.29449359,0.289955357,0.226236979,0.297504902,0.4935625,0.468583333,,,,
30/10/2011,,,,,,0.238294872,0.231964286,0.262072917,0.278426471,0.35775,0.384240741,,,,
31/10/2011,,,,,,0.165336538,0.157690476,0.056752604,0.080590686,0.056552083,0.079509259,,,,
1/11/2011,0.00000,0.00000,55.00,,,0.100983974,0.10516369,0.074536458,0.105210784,0.078692708,0.088796296,,,,
2/11/2011,,,,,,0.103641026,0.107842262,0.096950521,0.136512255,0.208989583,0.202967593,,,,
3/11/2011,,,,,,0.047708333,0.050383929,0.0720625,0.095242647,0.050453125,0.059333333,,,,
4/11/2011,,,,,,0.164266026,0.150449405,0.108794271,0.123453431,0.163046875,0.174287037,,,,
5/11/2011,,,,,,0.327625,0.308684524,0.1966875,0.211848039,0.535208333,0.493060185,,,,
6/11/2011,,,,,,0.384926282,0.38253869,0.302604167,0.305931373,0.669442708,0.61899537,,,,
7/11/2011,,,,,,0.360038462,0.373375,0.451682292,0.438026961,0.855520833,0.779884259,,,,
